"county_id","coname","district_id","distname","enroll_line_no","enroll_cat","amount_1","amount_2","amount_3"
01,"Atlantic",0010,"Absecon City",11,"Onroll (Full)",820.0,806.0,778.0
01,"Atlantic",0010,"Absecon City",21,"Onroll (SpEd Full)",147.0,151.0,142.0
01,"Atlantic",0010,"Absecon City",40,"Sent Private School",2.0,2.0,3.0
01,"Atlantic",0010,"Absecon City",51,"Sent Oth Dist Reg",38.0,25.0,58.0
01,"Atlantic",0010,"Absecon City",52,"Sent Oth Dist SpEd",21.0,22.0,33.0
01,"Atlantic",0010,"Absecon City",60,"Received Oth Dist",2.0,4.0,0.0
01,"Atlantic",0010,"Absecon City",70,"State Facilities",2.0,4.0,4.0
01,"Atlantic",0110,"Atlantic City",11,"Onroll (Full)",5779.0,5744.0,5637.0
01,"Atlantic",0110,"Atlantic City",21,"Onroll (SpEd Full)",887.0,937.0,874.0
01,"Atlantic",0110,"Atlantic City",40,"Sent Private School",14.0,15.0,15.0
01,"Atlantic",0110,"Atlantic City",50,"Sent Contract Presch",0,71.0,0.0
01,"Atlantic",0110,"Atlantic City",51,"Sent Oth Dist Reg",26.0,24.0,88.0
01,"Atlantic",0110,"Atlantic City",52,"Sent Oth Dist SpEd",79.0,78.0,78.0
01,"Atlantic",0110,"Atlantic City",60,"Received Oth Dist",167.0,163.0,166.0
01,"Atlantic",0110,"Atlantic City",70,"State Facilities",37.0,58.0,58.0
01,"Atlantic",0120,"Atlantic Co Vocational",11,"Onroll (Full)",1669.0,1693.0,1957.0
01,"Atlantic",0120,"Atlantic Co Vocational",21,"Onroll (SpEd Full)",154.0,159.0,75.0
01,"Atlantic",0125,"Atlantic Co Special Serv",21,"Onroll (SpEd Full)",317.0,341.0,360.0
01,"Atlantic",0570,"Brigantine City",11,"Onroll (Full)",342.0,332.0,332.0
01,"Atlantic",0570,"Brigantine City",21,"Onroll (SpEd Full)",55.0,57.0,57.0
01,"Atlantic",0570,"Brigantine City",40,"Sent Private School",2.0,1.0,1.0
01,"Atlantic",0570,"Brigantine City",51,"Sent Oth Dist Reg",22.0,15.0,15.0
01,"Atlantic",0570,"Brigantine City",52,"Sent Oth Dist SpEd",8.0,8.0,12.0
01,"Atlantic",0570,"Brigantine City",60,"Received Oth Dist",2.0,2.0,0.0
01,"Atlantic",0590,"Buena Regional",11,"Onroll (Full)",1377.0,1276.0,1336.0
01,"Atlantic",0590,"Buena Regional",21,"Onroll (SpEd Full)",249.0,205.0,220.0
01,"Atlantic",0590,"Buena Regional",40,"Sent Private School",25.0,27.0,21.0
01,"Atlantic",0590,"Buena Regional",50,"Sent Contract Presch",0,10.0,0.0
01,"Atlantic",0590,"Buena Regional",51,"Sent Oth Dist Reg",2.0,1.0,27.0
01,"Atlantic",0590,"Buena Regional",52,"Sent Oth Dist SpEd",18.0,21.0,37.0
01,"Atlantic",0590,"Buena Regional",60,"Received Oth Dist",89.0,98.0,98.0
01,"Atlantic",0590,"Buena Regional",70,"State Facilities",2.0,0,0.0
01,"Atlantic",0960,"Corbin City",51,"Sent Oth Dist Reg",56.0,52.0,47.0
01,"Atlantic",0960,"Corbin City",52,"Sent Oth Dist SpEd",8.0,11.0,10.0
01,"Atlantic",1300,"Egg Harbor City",11,"Onroll (Full)",479.0,464.0,444.0
01,"Atlantic",1300,"Egg Harbor City",21,"Onroll (SpEd Full)",112.0,107.0,117.0
01,"Atlantic",1300,"Egg Harbor City",40,"Sent Private School",1.0,1.0,2.0
01,"Atlantic",1300,"Egg Harbor City",51,"Sent Oth Dist Reg",1.0,3.0,3.0
01,"Atlantic",1300,"Egg Harbor City",52,"Sent Oth Dist SpEd",11.0,10.0,8.0
01,"Atlantic",1300,"Egg Harbor City",60,"Received Oth Dist",11.0,8.0,0.0
01,"Atlantic",1310,"Egg Harbor Twp",11,"Onroll (Full)",6201.0,6217.0,6051.0
01,"Atlantic",1310,"Egg Harbor Twp",21,"Onroll (SpEd Full)",1258.0,1204.0,1177.0
01,"Atlantic",1310,"Egg Harbor Twp",40,"Sent Private School",16.0,15.0,15.0
01,"Atlantic",1310,"Egg Harbor Twp",50,"Sent Contract Presch",65.0,73.0,0.0
01,"Atlantic",1310,"Egg Harbor Twp",51,"Sent Oth Dist Reg",4.0,8.0,87.0
01,"Atlantic",1310,"Egg Harbor Twp",52,"Sent Oth Dist SpEd",36.0,33.0,33.0
01,"Atlantic",1310,"Egg Harbor Twp",60,"Received Oth Dist",43.0,25.0,13.0
01,"Atlantic",1310,"Egg Harbor Twp",70,"State Facilities",2.0,4.0,3.0
01,"Atlantic",1410,"Estell Manor City",11,"Onroll (Full)",163.0,181.0,191.0
01,"Atlantic",1410,"Estell Manor City",21,"Onroll (SpEd Full)",23.0,22.0,21.0
01,"Atlantic",1410,"Estell Manor City",51,"Sent Oth Dist Reg",44.0,39.0,36.0
01,"Atlantic",1410,"Estell Manor City",52,"Sent Oth Dist SpEd",9.0,8.0,9.0
01,"Atlantic",1540,"Folsom Boro",11,"Onroll (Full)",312.0,319.0,333.0
01,"Atlantic",1540,"Folsom Boro",21,"Onroll (SpEd Full)",61.0,56.0,61.0
01,"Atlantic",1540,"Folsom Boro",40,"Sent Private School",3.0,6.0,4.0
01,"Atlantic",1540,"Folsom Boro",51,"Sent Oth Dist Reg",34.0,40.0,39.0
01,"Atlantic",1540,"Folsom Boro",52,"Sent Oth Dist SpEd",21.0,24.0,15.0
01,"Atlantic",1540,"Folsom Boro",60,"Received Oth Dist",2.0,0,0.0
01,"Atlantic",1690,"Galloway Twp",11,"Onroll (Full)",2535.0,2553.0,2552.0
01,"Atlantic",1690,"Galloway Twp",21,"Onroll (SpEd Full)",575.0,610.0,607.0
01,"Atlantic",1690,"Galloway Twp",40,"Sent Private School",7.0,9.0,10.0
01,"Atlantic",1690,"Galloway Twp",50,"Sent Contract Presch",15.0,30.0,30.0
01,"Atlantic",1690,"Galloway Twp",51,"Sent Oth Dist Reg",5.0,4.0,0.0
01,"Atlantic",1690,"Galloway Twp",52,"Sent Oth Dist SpEd",18.0,18.0,17.0
01,"Atlantic",1690,"Galloway Twp",60,"Received Oth Dist",31.0,39.0,8.0
01,"Atlantic",1790,"Greater Egg Harbor Reg",11,"Onroll (Full)",2483.0,2427.0,2414.0
01,"Atlantic",1790,"Greater Egg Harbor Reg",21,"Onroll (SpEd Full)",564.0,603.0,596.0
01,"Atlantic",1790,"Greater Egg Harbor Reg",40,"Sent Private School",24.0,26.0,31.0
01,"Atlantic",1790,"Greater Egg Harbor Reg",51,"Sent Oth Dist Reg",3.0,3.0,0.0
01,"Atlantic",1790,"Greater Egg Harbor Reg",52,"Sent Oth Dist SpEd",43.0,43.0,44.0
01,"Atlantic",1790,"Greater Egg Harbor Reg",60,"Received Oth Dist",86.0,94.0,65.0
01,"Atlantic",1790,"Greater Egg Harbor Reg",70,"State Facilities",10.0,6.0,6.0
01,"Atlantic",1940,"Hamilton Twp",11,"Onroll (Full)",2293.0,2288.0,2277.0
01,"Atlantic",1940,"Hamilton Twp",21,"Onroll (SpEd Full)",533.0,560.0,553.0
01,"Atlantic",1940,"Hamilton Twp",40,"Sent Private School",8.0,9.0,7.0
01,"Atlantic",1940,"Hamilton Twp",50,"Sent Contract Presch",44.0,45.0,0.0
01,"Atlantic",1940,"Hamilton Twp",51,"Sent Oth Dist Reg",7.0,9.0,56.0
01,"Atlantic",1940,"Hamilton Twp",52,"Sent Oth Dist SpEd",19.0,22.0,22.0
01,"Atlantic",1940,"Hamilton Twp",60,"Received Oth Dist",20.0,23.0,14.0
01,"Atlantic",1960,"Hammonton Town",11,"Onroll (Full)",2823.0,2834.0,2831.0
01,"Atlantic",1960,"Hammonton Town",21,"Onroll (SpEd Full)",450.0,457.0,448.0
01,"Atlantic",1960,"Hammonton Town",40,"Sent Private School",21.0,25.0,26.0
01,"Atlantic",1960,"Hammonton Town",51,"Sent Oth Dist Reg",3.0,0.0,2.0
01,"Atlantic",1960,"Hammonton Town",52,"Sent Oth Dist SpEd",26.0,27.0,29.0
01,"Atlantic",1960,"Hammonton Town",60,"Received Oth Dist",707.0,705.0,682.0
01,"Atlantic",1960,"Hammonton Town",70,"State Facilities",1.0,1.0,1.0
01,"Atlantic",2680,"Linwood City",11,"Onroll (Full)",697.0,708.0,715.0
01,"Atlantic",2680,"Linwood City",21,"Onroll (SpEd Full)",89.0,85.0,83.0
01,"Atlantic",2680,"Linwood City",50,"Sent Contract Presch",22.0,45.0,0.0
01,"Atlantic",2680,"Linwood City",51,"Sent Oth Dist Reg",0.0,0.0,39.0
01,"Atlantic",2680,"Linwood City",52,"Sent Oth Dist SpEd",3.0,2.0,8.0
01,"Atlantic",2680,"Linwood City",60,"Received Oth Dist",4.0,7.0,6.0
01,"Atlantic",2780,"Longport",40,"Sent Private School",0.0,0.0,4.0
01,"Atlantic",2780,"Longport",51,"Sent Oth Dist Reg",40.0,30.0,27.0
01,"Atlantic",2780,"Longport",52,"Sent Oth Dist SpEd",10.0,9.0,6.0
01,"Atlantic",2910,"Mainland Regional",11,"Onroll (Full)",994.0,1002.0,998.0
01,"Atlantic",2910,"Mainland Regional",21,"Onroll (SpEd Full)",203.0,179.0,168.0
01,"Atlantic",2910,"Mainland Regional",40,"Sent Private School",2.0,3.0,4.0
01,"Atlantic",2910,"Mainland Regional",51,"Sent Oth Dist Reg",3.0,7.0,7.0
01,"Atlantic",2910,"Mainland Regional",52,"Sent Oth Dist SpEd",8.0,9.0,10.0
01,"Atlantic",2910,"Mainland Regional",60,"Received Oth Dist",4.0,4.0,0.0
01,"Atlantic",2910,"Mainland Regional",70,"State Facilities",1.0,2.0,2.0
01,"Atlantic",3020,"Margate City",11,"Onroll (Full)",276.0,274.0,282.0
01,"Atlantic",3020,"Margate City",21,"Onroll (SpEd Full)",43.0,54.0,53.0
01,"Atlantic",3020,"Margate City",40,"Sent Private School",1.0,2.0,2.0
01,"Atlantic",3020,"Margate City",51,"Sent Oth Dist Reg",27.0,29.0,30.0
01,"Atlantic",3020,"Margate City",52,"Sent Oth Dist SpEd",3.0,5.0,7.0
01,"Atlantic",3020,"Margate City",60,"Received Oth Dist",39.0,34.0,27.0
01,"Atlantic",3480,"Mullica Twp",11,"Onroll (Full)",528.0,530.0,519.0
01,"Atlantic",3480,"Mullica Twp",21,"Onroll (SpEd Full)",92.0,106.0,106.0
01,"Atlantic",3480,"Mullica Twp",52,"Sent Oth Dist SpEd",2.0,4.0,4.0
01,"Atlantic",3480,"Mullica Twp",60,"Received Oth Dist",54.0,57.0,57.0
01,"Atlantic",3720,"Northfield City",11,"Onroll (Full)",694.0,701.0,694.0
01,"Atlantic",3720,"Northfield City",21,"Onroll (SpEd Full)",153.0,157.0,156.0
01,"Atlantic",3720,"Northfield City",40,"Sent Private School",2.0,0,0.0
01,"Atlantic",3720,"Northfield City",50,"Sent Contract Presch",96.0,102.0,0.0
01,"Atlantic",3720,"Northfield City",51,"Sent Oth Dist Reg",0.0,1.0,0.0
01,"Atlantic",3720,"Northfield City",52,"Sent Oth Dist SpEd",15.0,10.0,11.0
01,"Atlantic",3720,"Northfield City",60,"Received Oth Dist",11.0,13.0,11.0
01,"Atlantic",4180,"Pleasantville City",11,"Onroll (Full)",3388.0,3268.0,3268.0
01,"Atlantic",4180,"Pleasantville City",21,"Onroll (SpEd Full)",721.0,713.0,713.0
01,"Atlantic",4180,"Pleasantville City",40,"Sent Private School",11.0,16.0,16.0
01,"Atlantic",4180,"Pleasantville City",50,"Sent Contract Presch",136.0,132.0,132.0
01,"Atlantic",4180,"Pleasantville City",51,"Sent Oth Dist Reg",21.0,25.0,1.0
01,"Atlantic",4180,"Pleasantville City",52,"Sent Oth Dist SpEd",55.0,61.0,54.0
01,"Atlantic",4180,"Pleasantville City",60,"Received Oth Dist",51.0,37.0,37.0
01,"Atlantic",4180,"Pleasantville City",70,"State Facilities",8.0,11.0,11.0
01,"Atlantic",4240,"Port Republic City",11,"Onroll (Full)",100.0,99.0,103.0
01,"Atlantic",4240,"Port Republic City",21,"Onroll (SpEd Full)",11.0,11.0,11.0
01,"Atlantic",4240,"Port Republic City",51,"Sent Oth Dist Reg",38.0,40.0,40.0
01,"Atlantic",4240,"Port Republic City",52,"Sent Oth Dist SpEd",17.0,15.0,15.0
01,"Atlantic",4800,"Somers Point City",11,"Onroll (Full)",652.0,580.0,582.0
01,"Atlantic",4800,"Somers Point City",21,"Onroll (SpEd Full)",101.0,104.0,95.0
01,"Atlantic",4800,"Somers Point City",40,"Sent Private School",3.0,3.0,4.0
01,"Atlantic",4800,"Somers Point City",51,"Sent Oth Dist Reg",1.0,4.0,3.0
01,"Atlantic",4800,"Somers Point City",52,"Sent Oth Dist SpEd",6.0,3.0,4.0
01,"Atlantic",4800,"Somers Point City",60,"Received Oth Dist",1.0,0,0.0
01,"Atlantic",5350,"Ventnor City",11,"Onroll (Full)",426.0,449.0,454.0
01,"Atlantic",5350,"Ventnor City",21,"Onroll (SpEd Full)",67.0,56.0,53.0
01,"Atlantic",5350,"Ventnor City",40,"Sent Private School",6.0,3.0,5.0
01,"Atlantic",5350,"Ventnor City",51,"Sent Oth Dist Reg",87.0,92.0,95.0
01,"Atlantic",5350,"Ventnor City",52,"Sent Oth Dist SpEd",28.0,30.0,33.0
01,"Atlantic",5350,"Ventnor City",60,"Received Oth Dist",0,1.0,1.0
01,"Atlantic",5350,"Ventnor City",70,"State Facilities",2.0,0,0.0
01,"Atlantic",5760,"Weymouth Twp",11,"Onroll (Full)",155.0,157.0,156.0
01,"Atlantic",5760,"Weymouth Twp",21,"Onroll (SpEd Full)",24.0,23.0,22.0
01,"Atlantic",5760,"Weymouth Twp",40,"Sent Private School",1.0,1.0,2.0
01,"Atlantic",5760,"Weymouth Twp",51,"Sent Oth Dist Reg",30.0,28.0,28.0
01,"Atlantic",5760,"Weymouth Twp",52,"Sent Oth Dist SpEd",15.0,17.0,18.0
01,"Atlantic",5760,"Weymouth Twp",60,"Received Oth Dist",9.0,2.0,0.0
03,"Bergen",0040,"Allendale Boro",11,"Onroll (Full)",828.0,794.0,800.0
03,"Bergen",0040,"Allendale Boro",21,"Onroll (SpEd Full)",68.0,56.0,61.0
03,"Bergen",0040,"Allendale Boro",40,"Sent Private School",10.0,10.0,10.0
03,"Bergen",0040,"Allendale Boro",52,"Sent Oth Dist SpEd",1.0,3.0,1.0
03,"Bergen",0040,"Allendale Boro",60,"Received Oth Dist",19.0,13.0,5.0
03,"Bergen",0080,"Alpine Boro",11,"Onroll (Full)",144.0,128.0,133.0
03,"Bergen",0080,"Alpine Boro",21,"Onroll (SpEd Full)",18.0,17.0,28.0
03,"Bergen",0080,"Alpine Boro",40,"Sent Private School",6.0,3.0,4.0
03,"Bergen",0080,"Alpine Boro",51,"Sent Oth Dist Reg",44.0,36.0,45.0
03,"Bergen",0080,"Alpine Boro",52,"Sent Oth Dist SpEd",9.0,10.0,6.0
03,"Bergen",0080,"Alpine Boro",60,"Received Oth Dist",18.0,20.0,6.0
03,"Bergen",0285,"Bergen Co Special Service",21,"Onroll (SpEd Full)",568.0,590.0,587.0
03,"Bergen",0285,"Bergen Co Special Service",22,"Onroll (SpEd Shared)",9.0,6.0,6.0
03,"Bergen",0290,"Bergen County Vocational",11,"Onroll (Full)",2306.0,2386.0,2488.0
03,"Bergen",0290,"Bergen County Vocational",12,"Onroll (Shared)",218.0,221.0,231.0
03,"Bergen",0290,"Bergen County Vocational",21,"Onroll (SpEd Full)",321.0,329.0,335.0
03,"Bergen",0290,"Bergen County Vocational",22,"Onroll (SpEd Shared)",76.0,61.0,54.0
03,"Bergen",0290,"Bergen County Vocational",30,"Post-Secondary (Full)",45.0,81.0,0.0
03,"Bergen",0300,"Bergenfield Boro",11,"Onroll (Full)",3071.0,2944.0,2931.0
03,"Bergen",0300,"Bergenfield Boro",12,"Onroll (Shared)",0,7.0,7.0
03,"Bergen",0300,"Bergenfield Boro",21,"Onroll (SpEd Full)",605.0,650.0,648.0
03,"Bergen",0300,"Bergenfield Boro",22,"Onroll (SpEd Shared)",4.0,6.0,6.0
03,"Bergen",0300,"Bergenfield Boro",40,"Sent Private School",30.0,29.0,29.0
03,"Bergen",0300,"Bergenfield Boro",50,"Sent Contract Presch",25.0,24.0,22.0
03,"Bergen",0300,"Bergenfield Boro",51,"Sent Oth Dist Reg",0.0,3.0,3.0
03,"Bergen",0300,"Bergenfield Boro",52,"Sent Oth Dist SpEd",43.0,40.0,56.0
03,"Bergen",0300,"Bergenfield Boro",60,"Received Oth Dist",36.0,41.0,41.0
03,"Bergen",0440,"Bogota Boro",11,"Onroll (Full)",1082.0,1078.0,1116.0
03,"Bergen",0440,"Bogota Boro",12,"Onroll (Shared)",5.0,4.0,0.0
03,"Bergen",0440,"Bogota Boro",21,"Onroll (SpEd Full)",223.0,230.0,230.0
03,"Bergen",0440,"Bogota Boro",40,"Sent Private School",13.0,12.0,11.0
03,"Bergen",0440,"Bogota Boro",50,"Sent Contract Presch",84.0,81.0,98.0
03,"Bergen",0440,"Bogota Boro",51,"Sent Oth Dist Reg",0.0,0.0,1.0
03,"Bergen",0440,"Bogota Boro",52,"Sent Oth Dist SpEd",20.0,19.0,26.0
03,"Bergen",0440,"Bogota Boro",60,"Received Oth Dist",0,1.0,0.0
03,"Bergen",0740,"Carlstadt Boro",11,"Onroll (Full)",435.0,416.0,420.0
03,"Bergen",0740,"Carlstadt Boro",21,"Onroll (SpEd Full)",78.0,66.0,66.0
03,"Bergen",0740,"Carlstadt Boro",40,"Sent Private School",4.0,4.0,3.0
03,"Bergen",0740,"Carlstadt Boro",50,"Sent Contract Presch",0,29.0,0.0
03,"Bergen",0740,"Carlstadt Boro",51,"Sent Oth Dist Reg",0.0,0.0,46.0
03,"Bergen",0740,"Carlstadt Boro",52,"Sent Oth Dist SpEd",9.0,15.0,16.0
03,"Bergen",0740,"Carlstadt Boro",60,"Received Oth Dist",17.0,0,0.0
03,"Bergen",0745,"Carlstadt-East Rutherford",11,"Onroll (Full)",694.0,712.0,840.0
03,"Bergen",0745,"Carlstadt-East Rutherford",12,"Onroll (Shared)",5.0,6.0,0.0
03,"Bergen",0745,"Carlstadt-East Rutherford",21,"Onroll (SpEd Full)",121.0,127.0,160.0
03,"Bergen",0745,"Carlstadt-East Rutherford",22,"Onroll (SpEd Shared)",2.0,3.0,0.0
03,"Bergen",0745,"Carlstadt-East Rutherford",40,"Sent Private School",15.0,11.0,12.0
03,"Bergen",0745,"Carlstadt-East Rutherford",51,"Sent Oth Dist Reg",0.0,0.0,2.0
03,"Bergen",0745,"Carlstadt-East Rutherford",52,"Sent Oth Dist SpEd",9.0,11.0,18.0
03,"Bergen",0745,"Carlstadt-East Rutherford",60,"Received Oth Dist",314.5,329.0,432.0
03,"Bergen",0890,"Cliffside Park Boro",11,"Onroll (Full)",2438.0,2472.0,2470.0
03,"Bergen",0890,"Cliffside Park Boro",12,"Onroll (Shared)",4.0,5.0,5.0
03,"Bergen",0890,"Cliffside Park Boro",21,"Onroll (SpEd Full)",656.0,660.0,660.0
03,"Bergen",0890,"Cliffside Park Boro",22,"Onroll (SpEd Shared)",2.0,1.0,1.0
03,"Bergen",0890,"Cliffside Park Boro",40,"Sent Private School",13.0,14.0,14.0
03,"Bergen",0890,"Cliffside Park Boro",52,"Sent Oth Dist SpEd",30.0,28.0,28.0
03,"Bergen",0890,"Cliffside Park Boro",60,"Received Oth Dist",574.0,591.0,613.0
03,"Bergen",0930,"Closter Boro",11,"Onroll (Full)",1023.0,1026.0,1028.0
03,"Bergen",0930,"Closter Boro",21,"Onroll (SpEd Full)",167.0,166.0,189.0
03,"Bergen",0930,"Closter Boro",40,"Sent Private School",2.0,4.0,5.0
03,"Bergen",0930,"Closter Boro",51,"Sent Oth Dist Reg",0.0,1.0,0.0
03,"Bergen",0930,"Closter Boro",52,"Sent Oth Dist SpEd",21.0,18.0,14.0
03,"Bergen",0930,"Closter Boro",60,"Received Oth Dist",20.0,19.0,27.0
03,"Bergen",0990,"Cresskill Boro",11,"Onroll (Full)",1438.0,1496.0,1483.0
03,"Bergen",0990,"Cresskill Boro",21,"Onroll (SpEd Full)",268.0,254.0,250.0
03,"Bergen",0990,"Cresskill Boro",22,"Onroll (SpEd Shared)",0,1.0,0.0
03,"Bergen",0990,"Cresskill Boro",40,"Sent Private School",10.0,8.0,10.0
03,"Bergen",0990,"Cresskill Boro",52,"Sent Oth Dist SpEd",6.0,5.5,3.0
03,"Bergen",0990,"Cresskill Boro",60,"Received Oth Dist",40.0,43.0,33.0
03,"Bergen",1070,"Demarest Boro",11,"Onroll (Full)",686.0,731.0,727.0
03,"Bergen",1070,"Demarest Boro",21,"Onroll (SpEd Full)",77.0,67.0,69.0
03,"Bergen",1070,"Demarest Boro",40,"Sent Private School",4.0,3.0,4.0
03,"Bergen",1070,"Demarest Boro",52,"Sent Oth Dist SpEd",5.0,2.0,4.0
03,"Bergen",1070,"Demarest Boro",60,"Received Oth Dist",62.0,57.0,60.0
03,"Bergen",1130,"Dumont Boro",11,"Onroll (Full)",2255.0,2191.0,2199.0
03,"Bergen",1130,"Dumont Boro",12,"Onroll (Shared)",3.0,3.0,4.0
03,"Bergen",1130,"Dumont Boro",21,"Onroll (SpEd Full)",276.0,287.0,308.0
03,"Bergen",1130,"Dumont Boro",22,"Onroll (SpEd Shared)",3.0,2.0,0.0
03,"Bergen",1130,"Dumont Boro",40,"Sent Private School",13.0,11.0,12.0
03,"Bergen",1130,"Dumont Boro",51,"Sent Oth Dist Reg",2.0,0.0,2.0
03,"Bergen",1130,"Dumont Boro",52,"Sent Oth Dist SpEd",65.0,68.0,46.0
03,"Bergen",1130,"Dumont Boro",60,"Received Oth Dist",0,1.0,0.0
03,"Bergen",1230,"East Rutherford Boro",11,"Onroll (Full)",647.0,670.0,776.0
03,"Bergen",1230,"East Rutherford Boro",21,"Onroll (SpEd Full)",121.0,119.0,120.0
03,"Bergen",1230,"East Rutherford Boro",40,"Sent Private School",3.0,3.0,5.0
03,"Bergen",1230,"East Rutherford Boro",52,"Sent Oth Dist SpEd",2.0,4.0,5.0
03,"Bergen",1270,"Edgewater Boro",11,"Onroll (Full)",594.0,621.0,752.0
03,"Bergen",1270,"Edgewater Boro",21,"Onroll (SpEd Full)",89.0,99.0,77.0
03,"Bergen",1270,"Edgewater Boro",40,"Sent Private School",12.0,11.0,41.0
03,"Bergen",1270,"Edgewater Boro",51,"Sent Oth Dist Reg",426.0,414.0,417.0
03,"Bergen",1270,"Edgewater Boro",52,"Sent Oth Dist SpEd",92.0,88.0,68.0
03,"Bergen",1270,"Edgewater Boro",60,"Received Oth Dist",17.0,26.0,0.0
03,"Bergen",1345,"Elmwood Park",11,"Onroll (Full)",2162.0,2163.0,2243.0
03,"Bergen",1345,"Elmwood Park",12,"Onroll (Shared)",27.0,27.0,28.0
03,"Bergen",1345,"Elmwood Park",21,"Onroll (SpEd Full)",450.0,473.0,475.0
03,"Bergen",1345,"Elmwood Park",22,"Onroll (SpEd Shared)",11.0,6.0,6.0
03,"Bergen",1345,"Elmwood Park",40,"Sent Private School",23.0,32.0,32.0
03,"Bergen",1345,"Elmwood Park",51,"Sent Oth Dist Reg",0.0,0.0,1.0
03,"Bergen",1345,"Elmwood Park",52,"Sent Oth Dist SpEd",21.5,24.0,40.0
03,"Bergen",1345,"Elmwood Park",60,"Received Oth Dist",1.0,0,0.0
03,"Bergen",1345,"Elmwood Park",70,"State Facilities",1.0,1.0,0.0
03,"Bergen",1360,"Emerson Boro",11,"Onroll (Full)",948.0,918.0,918.0
03,"Bergen",1360,"Emerson Boro",12,"Onroll (Shared)",1.0,1.0,1.0
03,"Bergen",1360,"Emerson Boro",21,"Onroll (SpEd Full)",134.0,134.0,134.0
03,"Bergen",1360,"Emerson Boro",22,"Onroll (SpEd Shared)",3.0,0,0.0
03,"Bergen",1360,"Emerson Boro",40,"Sent Private School",17.0,15.0,15.0
03,"Bergen",1360,"Emerson Boro",51,"Sent Oth Dist Reg",0.0,0.0,1.0
03,"Bergen",1360,"Emerson Boro",52,"Sent Oth Dist SpEd",14.5,17.0,17.0
03,"Bergen",1360,"Emerson Boro",60,"Received Oth Dist",1.0,0,0.0
03,"Bergen",1370,"Englewood City",11,"Onroll (Full)",2622.0,2618.0,2663.0
03,"Bergen",1370,"Englewood City",12,"Onroll (Shared)",14.0,11.0,11.0
03,"Bergen",1370,"Englewood City",21,"Onroll (SpEd Full)",480.0,502.0,481.0
03,"Bergen",1370,"Englewood City",22,"Onroll (SpEd Shared)",1.0,0,0.0
03,"Bergen",1370,"Englewood City",40,"Sent Private School",48.0,46.0,46.0
03,"Bergen",1370,"Englewood City",51,"Sent Oth Dist Reg",0.0,1.0,1.0
03,"Bergen",1370,"Englewood City",52,"Sent Oth Dist SpEd",30.5,35.5,53.0
03,"Bergen",1370,"Englewood City",60,"Received Oth Dist",35.0,41.0,41.0
03,"Bergen",1380,"Englewood Cliffs Boro",11,"Onroll (Full)",362.0,356.0,351.0
03,"Bergen",1380,"Englewood Cliffs Boro",21,"Onroll (SpEd Full)",57.0,58.0,59.0
03,"Bergen",1380,"Englewood Cliffs Boro",40,"Sent Private School",5.0,5.0,5.0
03,"Bergen",1380,"Englewood Cliffs Boro",51,"Sent Oth Dist Reg",28.0,28.0,31.0
03,"Bergen",1380,"Englewood Cliffs Boro",52,"Sent Oth Dist SpEd",7.0,9.0,12.0
03,"Bergen",1380,"Englewood Cliffs Boro",60,"Received Oth Dist",26.0,21.0,15.0
03,"Bergen",1450,"Fair Lawn Boro",11,"Onroll (Full)",4610.0,4597.0,4623.0
03,"Bergen",1450,"Fair Lawn Boro",12,"Onroll (Shared)",4.0,3.0,0.0
03,"Bergen",1450,"Fair Lawn Boro",21,"Onroll (SpEd Full)",885.0,859.0,859.0
03,"Bergen",1450,"Fair Lawn Boro",22,"Onroll (SpEd Shared)",6.0,5.0,0.0
03,"Bergen",1450,"Fair Lawn Boro",40,"Sent Private School",38.0,33.0,33.0
03,"Bergen",1450,"Fair Lawn Boro",51,"Sent Oth Dist Reg",0.0,0.0,3.0
03,"Bergen",1450,"Fair Lawn Boro",52,"Sent Oth Dist SpEd",14.0,29.0,29.0
03,"Bergen",1450,"Fair Lawn Boro",60,"Received Oth Dist",3.0,3.0,3.0
03,"Bergen",1450,"Fair Lawn Boro",70,"State Facilities",1.0,0,0.0
03,"Bergen",1470,"Fairview Boro",11,"Onroll (Full)",1367.0,1325.0,1335.0
03,"Bergen",1470,"Fairview Boro",21,"Onroll (SpEd Full)",185.0,212.0,193.0
03,"Bergen",1470,"Fairview Boro",40,"Sent Private School",6.0,5.0,5.0
03,"Bergen",1470,"Fairview Boro",51,"Sent Oth Dist Reg",483.0,501.0,504.0
03,"Bergen",1470,"Fairview Boro",52,"Sent Oth Dist SpEd",138.0,145.0,169.0
03,"Bergen",1550,"Fort Lee Boro",11,"Onroll (Full)",3458.0,3427.0,3426.0
03,"Bergen",1550,"Fort Lee Boro",12,"Onroll (Shared)",1.0,0,0.0
03,"Bergen",1550,"Fort Lee Boro",21,"Onroll (SpEd Full)",585.0,577.0,577.0
03,"Bergen",1550,"Fort Lee Boro",22,"Onroll (SpEd Shared)",1.0,0,0.0
03,"Bergen",1550,"Fort Lee Boro",40,"Sent Private School",21.5,26.0,26.0
03,"Bergen",1550,"Fort Lee Boro",51,"Sent Oth Dist Reg",0.0,3.0,4.0
03,"Bergen",1550,"Fort Lee Boro",52,"Sent Oth Dist SpEd",16.0,22.0,34.0
03,"Bergen",1550,"Fort Lee Boro",60,"Received Oth Dist",47.0,38.0,38.0
03,"Bergen",1550,"Fort Lee Boro",70,"State Facilities",1.0,0,0.0
03,"Bergen",1580,"Franklin Lakes Boro",11,"Onroll (Full)",1036.0,997.0,993.0
